"Subj","#","Title","CRN","Sec","Type","Start Time","End Time","Days","Credits","Building","Room","Instructor","Max Enrollment","Current Enrollment","Attr","Prerequisites"
"LGP","990","Law Special Topics","14122","2LH","2","09:00","17:00","TWRF","1","UNHL","205","Rockafellow, Caroline H","24","0","LEXP",""
"LGP","990","Law Special Topics","15849","3LH","SEM","09:00","17:00","RFSU","1","TBA","","Richey, Susan M","15","0","LEXP",""
"LGP","990","Law Special Topics","14140","4LH","4","09:00","17:00","RFSU","1","TBA","","Badini, Aldo","40","0","",""
"LGP","990","Law Special Topics","15850","5LH","COL","Hours Arranged","TBA","TBA","1","OFFCMP","TBD","Hanba, Chris Edward; Garsson, Jordan E","30","0","",""
"LING","405","Introduction to Linguistics","10694","01","LEC","10:10","11:00","MWF","4","HS","201","Madigan, Sean W","25","0","SS, INQ",""
"LING","405","Introduction to Linguistics","10725","02","LEC","11:10","12:00","MWF","4","HS","201","Madigan, Sean W","25","0","SS, INQ",""
"LING","405","Introduction to Linguistics","12014","03","LEC","13:10","14:00","MWF","4","HS","108","Madigan, Sean W","25","0","SS, INQ",""
"LING","603","Phonetics","15616","01","LEC","11:10","12:30","MW","4","HS","104","Burdin, Rachel Steindel","15","0","","LING 405 or ENGL 405"
"LING","695","Senior Honors","12714","01","INV","Hours Arranged","TBA","TBA","4","TBA","","Burdin, Rachel Steindel","10","0","HONR",""
"LING","795","Independent Study","14946","01","INV","Hours Arranged","TBA","TBA","1","TBA","","Burdin, Rachel Steindel","10","0","",""
"LIP","801","Graduate Legal Research and Information Literacy","14077","01","LEC","11:00","13:00","F","1","UNHL","200","TBA","25","0","",""
"LIP","851","Technology Licensing","15856","1ON","LEC","Hours Arranged","TBA","TBA","2","ONLINE","","Juhasz, Paul","20","0","",""
"LIP","861","Patent Practice and Procedure I","15854","1ON","EXP","Hours Arranged","TBA","TBA","1","ONLINE","","Harrison, Jessica J","20","0","",""
"LIP","894","American Legal Process and Analysis I","14078","01","EXP","08:00","11:00","T","3","UNHL","103","Sirota, Neil","25","0","",""
"LIP","912","Copyright Law","15057","01","LEC","13:00","14:30","TR","3","UNHL","282","Rosen, Zvi S","75","0","",""
"LIP","915","Entertainment Law","15887","01","SEM","13:00","15:00","W","2","UNHL","274","McCann, Michael A","30","0","",""
"LIP","920","Copyright Policy","14124","1LH","LEC","Hours Arranged","TBA","TBA","2","ONLINE","","Reed, Christopher S","30","0","","LIP 912 or LIP 912 with minimum grade of P"
"LIP","923","Trademark Searching","15059","1LH","LEC","Hours Arranged","TBA","TBA","1","ONLINE","","Timberlake, Ed","40","0","LEXP",""
"LIP","944","Fundamentals of Intellectual Property","14079","1LH","LEC","Hours Arranged","TBA","TBA","1","ONLINE","","TBA","105","0","",""
"LIP","954","Patent Law","14080","01","LEC","15:30","17:00","MW","3","UNHL","229","Carroll, Kevin J","50","0","",""
"LIP","954","Patent Law","14081","1LH","LEC","Hours Arranged","TBA","TBA","3","ONLINE","","Carroll, Kevin J","100","0","",""
"LIP","961","Patent Practice and Procedure I","14082","01","EXP","08:00","09:30","MR","1","UNHL","229","Mathaisel, Michael","50","0","LEXP",""
"LIP","961","Patent Practice and Procedure I","14128","1LH","EXP","18:45","19:45","M","1","ONLINE","","McCrackin, Ann M","30","0","LEXP",""
"LIP","977","Trademarks and Deceptive Practices","14084","01","LEC","13:00","14:30","MW","3","UNHL","205","LaRae-Perez, Cassandra","50","0","",""
"LIP","979","Intellectual Property Enforcement at the International Trade Commission","14139","01","LEC","09:00","13:00","S","1","UNHL","200","Rabena, John; Mandir, William H","30","0","","LIP 954 or LIP 954 with minimum grade of P"
"LIP","980","E-Commerce and The Law","14085","01","LEC","11:00","12:00","MW","2","UNHL","205","Murphy, William","30","0","",""
"LLC","525","Topics in World Cultures","15884","01","LEC","14:10","15:30","TR","4","HUDD","224A","Chavez, Daniel","22","0","WRIT, WC, INQ, HONR",""
"LLC","552","Comparative Literature: Masterpieces of World Literature II","15861","01","LEC","09:40","11:00","TR","4","MURK","115","Hopkins, Lori J","35","0","WRIT, HUMA",""
"LLC","560","Divine Madness and Dangerous Minds! - Mental Health in Literature and Art","15220","01","LEC","13:10","14:00","MWF","4","MURK","202","Pulecio, Mauricio","35","0","WRIT, INQ, HUMA",""
"LLC","790","World Languages Capstone","15822","01","LEC","11:10","12:30","TR","4","MURK","G10M","Cashman, Holly R","12","0","",""
"LPI","914","Dispute Resolution","14086","01","LEC","17:30","20:30","M","2","UNHL","205","Barrett, Tom Patrick","16","0","LEXP",""
"LRS","930","Health Law Moot Court Competition","14137","01","CMP","Hours Arranged","TBA","TBA","1","TBA","","TBA","2","0","","LSK 943 and LGP 930 May be taken concurrently"
"LRS","942","Law Practice Technology","15060","1ON","RES","Hours Arranged","TBA","TBA","1","ONLINE","","Zago, Susan Drisko","15","0","",""
"LRS","943","Legal Research and the Open Web : Tools & Strategies","14174","1ON","RES","Hours Arranged","TBA","TBA","1","ONLINE","","Cavicchi, Jon R","15","0","","( LSK 921 or LSK 919 ) and ( LSK 922 or LSK 920 )"
"LRS","990","Moot Court Chief Justice","14138","01","CMP","Hours Arranged","TBA","TBA","1","TBA","","TBA","1","0","",""
"LSK","906","Legal Residency","15864","01","EXP","Hours Arranged","TBA","TBA","3","TBA","","Simard, Kara Michelle","40","0","LEXP","LGP 951 or LGP 951 with minimum grade of P"
"LSK","907","Legal Residency","14087","01","PRA","Hours Arranged","TBA","TBA","4","TBA","","Simard, Kara Michelle","40","0","LEXP","LGP 951"
"LSK","921","Legal Analysis, Writing, and Research I","14088","01","LEC","09:00","10:30","MR","3","UNHL","201","Elbroch, Anna L","18","0","",""
"LSK","921","Legal Analysis, Writing, and Research I","14089","02","LEC","09:00","10:30","MR","3","UNHL","274","Christensen, Melissa A","18","0","",""
"LSK","921","Legal Analysis, Writing, and Research I","14090","03","LEC","09:00","10:30","MR","3","UNHL","200","Pothen, Julia","18","0","",""
"LSK","921","Legal Analysis, Writing, and Research I","14091","04","LEC","09:00","10:30","MR","3","UNHL","227","TBA","18","0","",""
"LSK","921","Legal Analysis, Writing, and Research I","14092","05","LEC","09:00","10:30","MR","3","UNHL","103","TBA","18","0","",""
"LSK","921","Legal Analysis, Writing, and Research I","14093","06","LEC","13:00","14:30","MR","3","UNHL","201","Ward, Heather S","18","0","",""
"LSK","921","Legal Analysis, Writing, and Research I","14094","07","LEC","13:00","14:30","MR","3","UNHL","274","Christensen, Melissa A","18","0","",""
"LSK","921","Legal Analysis, Writing, and Research I","14095","08","LEC","13:00","14:30","MR","3","UNHL","103","TBA","18","0","",""
"LSK","921","Legal Analysis, Writing, and Research I","14271","09","LEC","13:00","14:30","MR","3","UNHL","227","TBA","18","0","",""
"LSK","921","Legal Analysis, Writing, and Research I","14096","1LH","LEC","20:00","22:00","M","3","ONLINE","","TBA","18","0","",""
"LSK","921","Legal Analysis, Writing, and Research I","14097","2LH","LEC","20:00","22:00","M","3","ONLINE","","TBA","18","0","",""
"LSK","921","Legal Analysis, Writing, and Research I","14098","3LH","LEC","20:00","22:00","M","3","ONLINE","","TBA","18","0","",""
"LSK","921","Legal Analysis, Writing, and Research I","14099","4LH","LEC","20:00","22:00","T","3","ONLINE","","TBA","18","0","",""
"LSK","921","Legal Analysis, Writing, and Research I","14100","5LH","LEC","20:00","22:00","T","3","ONLINE","","TBA","18","0","",""
"LSK","921","Legal Analysis, Writing, and Research I","14101","6LH","LEC","20:00","22:00","T","3","ONLINE","","TBA","18","0","",""
"LSK","924","Negotiations Workshop","14102","1LH","EXP","09:00","17:00","RFSU","2","TBA","","TEJTEL, Marc","24","0","LEXP",""
"LSK","927","Intensive Trial Advocacy Program","14103","1LH","EXP","09:00","17:00","RFSU","2","TBA","","Jefferson, Julian B","18","0","LEXP",""
"LSK","928","Trial Advocacy","14104","01","LEC","17:15","20:15","M","3","UNHL","240","Hamman, Michael T","12","0","LEXP","LGP 924 May be taken concurrently or LGP 924 with minimum grade of P May be taken concurrently"
"LSK","928","Trial Advocacy","14141","02","LEC","17:30","20:30","T","3","UNHL","240","Battaglia, Michele B.","12","0","LEXP","LGP 924 May be taken concurrently or LGP 924 with minimum grade of P May be taken concurrently"
"LSK","933","Legal Residency","15865","01","EXP","Hours Arranged","TBA","TBA","8","TBA","","Simard, Kara Michelle","40","0","LEXP","LGP 951 or LGP 951 with minimum grade of P"
"LSK","934","Legal Residency","14106","01","PRA","Hours Arranged","TBA","TBA","11","TBA","","Simard, Kara Michelle","40","0","LEXP","LGP 951"
"LSK","940","Moot Court Board Advisory","14133","01","CMP","Hours Arranged","TBA","TBA","1","TBA","","TBA","6","0","",""
"LSK","943","Appellate Advocacy","14107","01","EXP","16:00","18:00","T","2","UNHL","200","Donovan, Patrick Eugene","12","0","LWI, LEXP",""
"LSK","943","Appellate Advocacy","14108","02","EXP","16:00","18:00","T","2","UNHL","201","Woodcock, Elizabeth Christian","12","0","LWI, LEXP",""
"LSK","943","Appellate Advocacy","14279","1LH","EXP","Hours Arranged","TBA","TBA","2","ONLINE","","TBA","14","0","LWI, LEXP",""
"LSK","948","Legal Residency","14109","01","PRA","Hours Arranged","TBA","TBA","6","TBA","","Simard, Kara Michelle","40","0","LEXP","LGP 951"
"LSK","949","Legal Residency Class","14110","01","LEC","19:30","20:30","W","1","TBA","","Simard, Kara Michelle","80","0","","LGP 951"
"LSK","949","Legal Residency Class","14331","02","LEC","19:30","20:30","W","1","TBA","","TBA","30","0","","LGP 951"
"LSK","949","Legal Residency Class","14332","03","LEC","19:30","20:30","W","1","TBA","","TBA","30","0","","LGP 951"
"LSK","949","Legal Residency Class","14333","04","LEC","19:30","20:30","W","1","TBA","","TBA","30","0","","LGP 951"
"LSK","953","Writing for Practice","14111","01","SEM","11:00","12:30","MW","3","UNHL","201","Pothen, Julia","15","0","LWI, LEXP, LBAR",""
"LSK","953","Writing for Practice","15844","02","SEM","16:15","17:45","TR","3","UNHL","227","Uhouse, Jennifer L.","15","0","LWI, LEXP, LBAR",""
"LSK","953","Writing for Practice","14127","1LH","SEM","Hours Arranged","TBA","TBA","3","ONLINE","","Ward, Heather S","15","0","LWI, LEXP, LBAR",""
"LSK","961","Law Journal Editorial Board","14134","01","RES","Hours Arranged","TBA","TBA","1","TBA","","Rosen, Zvi S","1","0","",""
"LSK","961","Law Journal Editorial Board","14135","02","RES","Hours Arranged","TBA","TBA","1","TBA","","Cavicchi, Jon R","1","0","",""
"LSK","961","Law Journal Editorial Board","15845","03","RES","Hours Arranged","TBA","TBA","1","TBA","","McCann, Michael A","1","0","",""
"MARI","533","Basic SCUBA","15017","01","LEC","08:10","09:30","TR","3","FH","104","Gibson, Jenny Leigh","10","0","",""
"MARI","533","Basic SCUBA","12438","02","LEC","09:40","11:00","TR","3","FH","104","Kintzing, Elizabeth","10","0","",""
"MARI","533","Basic SCUBA","12267","03","LEC","14:10","15:30","TR","3","CHASE","175","Gruen, Nathaniel Thomas","10","0","",""
"MARI","730","Research Diving Technologies","13976","01","LEC","13:10","17:00","TR","4","OFFCMP","TBD","Kintzing, Elizabeth","8","0","",""
"MARI","795","Special Topics","12268","02","SPT","Hours Arranged","TBA","TBA","1","TBA","","Kintzing, Elizabeth","26","0","",""
"MARI","795","Special Topics","12269","03","SPT","Hours Arranged","TBA","TBA","1","TBA","","Kintzing, Elizabeth","4","0","",""
"MARI","795","Special Topics","12270","04","SPT","Hours Arranged","TBA","TBA","1","TBA","","Kintzing, Elizabeth","4","0","",""
"MARI","801","Coastal Resource Management and Policy Seminar","12873","01","SEM","09:10","10:00","W","1","MORSE","301","Williams, Lindsey C","20","0","",""
"MARI","901","Resource Management and Policy Practicum","13328","01","SEM","Hours Arranged","TBA","TBA","1","TBA","","Williams, Lindsey C","25","0","",""
"MARI","995","Special Topics","14196","01","LEC","Hours Arranged","TBA","TBA","1","TBA","","Ziervogel, Kai","10","0","",""
"MATH","400","Freshman Seminar","10746","01","LEC","16:10","17:00","W","1","KING","N121","Benson, David F","20","0","",""
"MATH","417","Precalculus for Business and Life Sciences","15042","01","CLR","10:10","11:00","MWF","4","HS","210","TBA","20","0","",""
"MATH","417","Precalculus for Business and Life Sciences","15047","02","CLR","10:10","11:00","MWF","4","HS","210","TBA","20","0","",""
"MATH","417","Precalculus for Business and Life Sciences","15049","04","CLR","08:10","09:00","TR","4","KING","N133","TBA","20","0","",""
"MATH","417","Precalculus for Business and Life Sciences","15050","05","CLR","09:10","10:00","TR","4","KING","N133","TBA","20","0","",""
"MATH","418","Analysis and Applications of Functions","10539","04","CLR","09:10","10:00","MWF","4","HORT","210","TBA","20","0","QR",""
"MATH","418","Analysis and Applications of Functions","10538","05","CLR","09:10","10:00","MWF","4","HORT","210","TBA","20","0","QR",""
"MATH","418","Analysis and Applications of Functions","10530","06","CLR","09:10","10:00","MWF","4","HORT","210","TBA","20","0","QR",""
"MATH","418","Analysis and Applications of Functions","10672","07","CLR","08:10","09:00","TR","4","KING","N343","TBA","20","0","QR",""
"MATH","418","Analysis and Applications of Functions","10533","08","CLR","09:10","10:00","MWF","4","HORT","210","TBA","20","0","QR",""
"MATH","418","Analysis and Applications of Functions","10623","09","CLR","09:10","10:00","MWF","4","HORT","210","TBA","20","0","QR",""
"MATH","418","Analysis and Applications of Functions","10828","M1","LEC","15:10","17:00","MW","4","PANDRA","102","Fallu, Lesley","20","0","QR",""
"MATH","420","Finite Mathematics","10273","01","CLR","13:10","14:00","MWF","0","HS","205","TBA","20","0","QR",""
"MATH","420","Finite Mathematics","10140","02","CLR","13:10","14:00","MWF","0","HS","205","TBA","20","0","QR",""
"MATH","421","Pathways between Mathematics and the Arts","15672","02","LEC","13:10","14:00","MWF","4","PETT","109","TBA","20","0","QR",""
"MATH","422","Mathematics for Business Applications","11877","01","CLR","08:10","09:00","TR","4","KING","N310","TBA","20","0","QR",""
"MATH","422","Mathematics for Business Applications","11878","02","CLR","09:10","10:00","TR","4","KING","N310","TBA","20","0","QR",""
"MATH","422","Mathematics for Business Applications","11879","03","CLR","10:10","11:00","TR","4","KING","N310","TBA","20","0","QR",""
"MATH","422","Mathematics for Business Applications","11880","04","CLR","11:10","12:00","MWF","4","PCBE","G75","TBA","20","0","QR",""
"MATH","422","Mathematics for Business Applications","11881","05","CLR","11:10","12:00","MWF","4","PCBE","G75","TBA","20","0","QR",""
"MATH","422","Mathematics for Business Applications","11882","06","CLR","11:10","12:00","MWF","4","PCBE","G75","TBA","20","0","QR",""
"MATH","422","Mathematics for Business Applications","11883","07","CLR","11:10","12:00","MWF","4","PCBE","G75","TBA","20","0","QR",""
"MATH","422","Mathematics for Business Applications","11884","08","CLR","11:10","12:00","MWF","4","PCBE","G75","TBA","20","0","QR",""
"MATH","422","Mathematics for Business Applications","11885","09","CLR","11:10","12:00","MWF","4","PCBE","G75","TBA","20","0","QR",""
"MATH","422","Mathematics for Business Applications","11886","10","CLR","08:10","09:00","TR","4","KING","N334","TBA","20","0","QR",""
"MATH","422","Mathematics for Business Applications","11888","11","CLR","09:10","10:00","TR","4","KING","N334","TBA","20","0","QR",""
"MATH","422","Mathematics for Business Applications","11889","12","CLR","10:10","11:00","TR","4","KING","N334","TBA","20","0","QR",""
"MATH","422","Mathematics for Business Applications","11890","13","CLR","12:10","13:00","MWF","4","PCBE","G75","TBA","20","0","QR",""
"MATH","422","Mathematics for Business Applications","11891","14","CLR","12:10","13:00","MWF","4","PCBE","G75","TBA","20","0","QR",""
"MATH","422","Mathematics for Business Applications","11892","15","CLR","12:10","13:00","MWF","4","PCBE","G75","TBA","20","0","QR",""
"MATH","422","Mathematics for Business Applications","11893","16","CLR","12:10","13:00","MWF","4","PCBE","G75","TBA","20","0","QR",""
